Event,Network,Station,Channel,Label
2018338_225606,KS,YOCB,HH_80,80.74
2018338_225606,KS,YODB,HG_22,22.64
2018338_225606,KS,YODB,HH_22,22.64
2018338_230108,KG,BOG,HG_91,91.31
2018338_230108,KG,CGU,HG_77,77.05
2018338_230108,KG,CHS,HG_56,56.52
2018338_230108,KG,CHS,HH_56,56.52
2018338_230108,KG,DKJ,EL_72,72.59
2018338_230108,KG,DKJ,HG_72,72.59
2018338_230108,KG,DUC,HG_88,88.2
2018338_230108,KG,GCN,HG_82,82.92
2018338_230108,KG,HAK,EL_59,59.05
2018338_230108,KG,HAK,HG_59,59.05
2018338_230108,KG,HDB,HG_82,82.23
2018338_230108,KG,HDB,HH_82,82.23
2018338_230108,KG,HWSB,HG_88,88.69
2018338_230108,KG,HWSB,HH_88,88.69
2018338_230108,KG,MKL,HG_86,86.91
2018338_230108,KG,MKL,HH_86,86.91
2018338_230108,KG,POHB,EL_48,48.04
2018338_230108,KG,POHB,HG_48,48.04
2018338_230108,KS,ADO2,EL_60,60.42
2018338_230108,KS,ADO2,HG_60,60.42
2018338_230108,KS,ADOA,HG_83,83.48
2018338_230108,KS,CHYB,HG_83,83.41
2018338_230108,KS,CHYB,HH_83,83.41
2018338_230108,KS,CSOA,HG_48,48.56
2018338_230108,KS,EUSB,HG_84,84.29
2018338_230108,KS,EUSB,HH_84,84.29
2018338_230108,KS,GGDA,HG_64,64.86
2018338_230108,KS,GGGA,HG_22,22.88
2018338_230108,KS,GIGA,HG_56,56.98
2018338_230108,KS,HMGA,HG_42,42.05
2018338_230108,KS,IMWB,HG_90,90.64
2018338_230108,KS,IMWB,HH_90,90.64
2018338_230108,KS,JEJB,HG_91,91.85
2018338_230108,KS,JEJB,HH_91,91.85
2018338_230108,KS,KUJA,HG_74,74.48
2018338_230108,KS,PHA2,EL_36,36.52
2018338_230108,KS,PHA2,HG_36,36.52
2018338_230108,KS,SUBA,HG_51,51.18
2018338_230108,KS,UJN,HG_62,62.67
2018338_230108,KS,ULJ2,HG_33,33.6
2018338_230108,KS,ULJ2,HH_33,33.6
2018338_230108,KS,YEYB,HG_51,51.41
2018338_230108,KS,YEYB,HH_51,51.41
2018338_230108,KS,YOCB,HG_80,80.05
2018338_230108,KS,YOCB,HH_80,80.05
2018338_230108,KS,YODB,HG_20,20.94
2018338_230108,KS,YODB,HH_20,20.94
2018338_230331,KG,BOG,HG_90,90.81
2018338_230331,KG,CGU,HG_76,76.55
2018338_230331,KG,CHS,HG_56,56.3
2018338_230331,KG,CHS,HH_56,56.3
2018338_230331,KG,DKJ,EL_72,72.21
2018338_230331,KG,DKJ,HG_72,72.21
2018338_230331,KG,DUC,HG_87,87.72
2018338_230331,KG,GCN,HG_82,82.47
2018338_230331,KG,HAK,EL_58,58.48
2018338_230331,KG,HAK,HG_58,58.48
2018338_230331,KG,HDB,HG_81,81.68
2018338_230331,KG,HDB,HH_81,81.68
2018338_230331,KG,HWSB,HG_88,88.13
2018338_230331,KG,HWSB,HH_88,88.13
2018338_230331,KG,MKL,HG_86,86.41
2018338_230331,KG,MKL,HH_86,86.41
2018338_230331,KG,POHB,EL_47,47.58
2018338_230331,KG,POHB,HG_47,47.58
2018338_230331,KS,ADO2,EL_60,60.5
2018338_230331,KS,ADO2,HG_60,60.5
2018338_230331,KS,ADOA,HG_83,83.7
2018338_230331,KS,CHYB,HG_83,83.89
2018338_230331,KS,CHYB,HH_83,83.89
2018338_230331,KS,CSOA,HG_48,48.59
2018338_230331,KS,EUSB,HG_84,84.34
2018338_230331,KS,EUSB,HH_84,84.34
2018338_230331,KS,GGDA,HG_64,64.41
2018338_230331,KS,GGGA,HG_22,22.73
2018338_230331,KS,GIGA,HG_56,56.62
2018338_230331,KS,HMGA,HG_41,41.47
2018338_230331,KS,IMWB,HG_91,91.25
2018338_230331,KS,IMWB,HH_91,91.25
2018338_230331,KS,JEJB,HG_91,91.28
2018338_230331,KS,JEJB,HH_91,91.28
2018338_230331,KS,KUJA,HG_75,75.09
2018338_230331,KS,PHA2,EL_36,36.12
2018338_230331,KS,PHA2,HG_36,36.12
2018338_230331,KS,SUBA,HG_51,51.69
2018338_230331,KS,UJN,HG_63,63.28
2018338_230331,KS,ULJ2,HG_34,34.16
2018338_230331,KS,ULJ2,HH_34,34.16
2018338_230331,KS,YEYB,HG_51,51.75
2018338_230331,KS,YEYB,HH_51,51.75
2018338_230331,KS,YOCB,HG_79,79.75
2018338_230331,KS,YOCB,HH_79,79.75
2018338_230331,KS,YODB,HG_21,21.31
2018338_230331,KS,YODB,HH_21,21.31
2018338_231004,KG,BOG,HG_89,89.83
2018338_231004,KG,CGU,HG_75,75.57
2018338_231004,KG,CHS,HG_54,54.61
2018338_231004,KG,CHS,HH_54,54.61
2018338_231004,KG,DKJ,EL_70,70.84
2018338_231004,KG,DKJ,HG_70,70.84
2018338_231004,KG,DUC,HG_86,86.66
2018338_231004,KG,GCN,HG_81,81.29
2018338_231004,KG,HAK,EL_57,57.91
2018338_231004,KG,HAK,HG_57,57.91
2018338_231004,KG,HDB,HG_81,81.0
2018338_231004,KG,HDB,HH_81,81.0
2018338_231004,KG,HWSB,HG_87,87.5
2018338_231004,KG,HWSB,HH_87,87.5
2018338_231004,KG,MKL,HG_85,85.46
2018338_231004,KG,MKL,HH_85,85.46
2018338_231004,KG,POHB,EL_46,46.45
2018338_231004,KG,POHB,HG_46,46.45
2018338_231004,KS,ADO2,EL_58,58.65
2018338_231004,KS,ADO2,HG_58,58.65
2018338_231004,KS,ADOA,HG_81,81.93
2018338_231004,KS,CHYB,HG_82,82.69
2018338_231004,KS,CHYB,HH_82,82.69
2018338_231004,KS,CSOA,HG_46,46.74
2018338_231004,KS,EUSB,HG_82,82.48
2018338_231004,KS,EUSB,HH_82,82.48
2018338_231004,KS,GGDA,HG_63,63.25
2018338_231004,KS,GGGA,HG_20,20.95
2018338_231004,KS,GIGA,HG_55,55.2
2018338_231004,KS,HMGA,HG_41,41.03
2018338_231004,KS,IMWB,HG_91,91.01
2018338_231004,KS,IMWB,HH_91,91.01
2018338_231004,KS,JEJB,HG_90,90.72
2018338_231004,KS,JEJB,HH_90,90.72
2018338_231004,KS,KUJA,HG_74,74.83
2018338_231004,KS,PHA2,EL_34,34.8
2018338_231004,KS,PHA2,HG_34,34.8
2018338_231004,KS,SUBA,HG_50,50.63
2018338_231004,KS,UJN,HG_63,63.01
2018338_231004,KS,ULJ2,HG_33,33.39
2018338_231004,KS,ULJ2,HH_33,33.39
2018338_231004,KS,YEYB,HG_50,50.16
2018338_231004,KS,YEYB,HH_50,50.16
2018338_231004,KS,YOCB,HG_78,78.19
2018338_231004,KS,YOCB,HH_78,78.19
2018338_231004,KS,YODB,HG_19,19.81
2018338_231004,KS,YODB,HH_19,19.81
2018338_232428,KG,BOG,HG_90,90.69
2018338_232428,KG,CGU,HG_76,76.43
2018338_232428,KG,CHS,HG_55,55.62
2018338_232428,KG,CHS,HH_55,55.62
2018338_232428,KG,DKJ,EL_71,71.82
2018338_232428,KG,DKJ,HG_71,71.82
2018338_232428,KG,DUC,HG_87,87.55
2018338_232428,KG,GCN,HG_82,82.22
2018338_232428,KG,HAK,EL_58,58.62
2018338_232428,KG,HAK,HG_58,58.62
2018338_232428,KG,HDB,HG_81,81.75
2018338_232428,KG,HDB,HH_81,81.75
2018338_232428,KG,HWSB,HG_88,88.23
2018338_232428,KG,HWSB,HH_88,88.23
2018338_232428,KG,MKL,HG_86,86.31
2018338_232428,KG,MKL,HH_86,86.31
2018338_232428,KG,POHB,EL_47,47.36
2018338_232428,KG,POHB,HG_47,47.36
2018338_232428,KS,ADO2,EL_59,59.52
2018338_232428,KS,ADO2,HG_59,59.52
2018338_232428,KS,ADOA,HG_82,82.65
2018338_232428,KS,CHYB,HG_82,82.93
2018338_232428,KS,CHYB,HH_82,82.93
2018338_232428,KS,CSOA,HG_47,47.64
2018338_232428,KS,EUSB,HG_83,83.38
2018338_232428,KS,EUSB,HH_83,83.38
2018338_232428,KS,GGDA,HG_64,64.17
2018338_232428,KS,GGGA,HG_21,21.96
2018338_232428,KS,GIGA,HG_56,56.19
2018338_232428,KS,HMGA,HG_41,41.68
2018338_232428,KS,IMWB,HG_90,90.67
2018338_232428,KS,IMWB,HH_90,90.67
2018338_232428,KS,JEJB,HG_91,91.43
2018338_232428,KS,JEJB,HH_91,91.43
2018338_232428,KS,KUJA,HG_74,74.5
2018338_232428,KS,PHA2,EL_35,35.76
2018338_232428,KS,PHA2,HG_35,35.76
2018338_232428,KS,SUBA,HG_50,50.77
2018338_232428,KS,UJN,HG_62,62.68
2018338_232428,KS,ULJ2,HG_33,33.34
2018338_232428,KS,ULJ2,HH_33,33.34
2018338_232428,KS,YEYB,HG_50,50.7
2018338_232428,KS,YEYB,HH_50,50.7
2018338_232428,KS,YOCB,HG_79,79.2
2018338_232428,KS,YOCB,HH_79,79.2
2018338_232428,KS,YODB,HG_20,20.27
2018338_232428,KS,YODB,HH_20,20.27
2018338_232820,KG,BOG,HG_91,91.17
2018338_232820,KG,CGU,HG_76,76.91
2018338_232820,KG,CHS,HG_56,56.66
2018338_232820,KG,CHS,HH_56,56.66
2018338_232820,KG,DKJ,EL_72,72.58
2018338_232820,KG,DKJ,HG_72,72.58
2018338_232820,KG,DUC,HG_88,88.09
2018338_232820,KG,GCN,HG_82,82.85
2018338_232820,KG,HAK,EL_58,58.81
2018338_232820,KG,HAK,HG_58,58.81
2018338_232820,KG,HDB,HG_82,82.02
2018338_232820,KG,HDB,HH_82,82.02
2018338_232820,KG,HWSB,HG_88,88.47
2018338_232820,KG,HWSB,HH_88,88.47
2018338_232820,KG,MKL,HG_86,86.77
2018338_232820,KG,MKL,HH_86,86.77
2018338_232820,KG,POHB,EL_47,47.95
2018338_232820,KG,POHB,HG_47,47.95
2018338_232820,KS,ADO2,EL_60,60.76
2018338_232820,KS,ADO2,HG_60,60.76
2018338_232820,KS,ADOA,HG_83,83.89
2018338_232820,KS,CHYB,HG_83,83.88
2018338_232820,KS,CHYB,HH_83,83.88
2018338_232820,KS,CSOA,HG_48,48.87
2018338_232820,KS,EUSB,HG_84,84.61
2018338_232820,KS,EUSB,HH_84,84.61
2018338_232820,KS,GGDA,HG_64,64.78
2018338_232820,KS,GGGA,HG_23,23.07
2018338_232820,KS,GIGA,HG_56,56.99
2018338_232820,KS,HMGA,HG_41,41.78
2018338_232820,KS,IMWB,HG_91,91.04
2018338_232820,KS,IMWB,HH_91,91.04
2018338_232820,KS,JEJB,HG_91,91.61
2018338_232820,KS,JEJB,HH_91,91.61
2018338_232820,KS,KUJA,HG_74,74.88
2018338_232820,KS,PHA2,EL_36,36.5
2018338_232820,KS,PHA2,HG_36,36.5
2018338_232820,KS,SUBA,HG_51,51.66
2018338_232820,KS,UJN,HG_63,63.07
2018338_232820,KS,ULJ2,HG_34,34.06
2018338_232820,KS,ULJ2,HH_34,34.06
2018338_232820,KS,YEYB,HG_51,51.86
2018338_232820,KS,YEYB,HH_51,51.86
2018338_232820,KS,YOCB,HG_80,80.12
2018338_232820,KS,YOCB,HH_80,80.12
2018338_232820,KS,YODB,HG_21,21.4
2018338_232820,KS,YODB,HH_21,21.4
2018339_014629,KG,PCH,EL_77,77.05
2018339_014629,KG,PCH,HG_77,77.05
2018339_014629,KG,YKB,HG_32,32.81
2018339_014629,KG,YKB,HH_32,32.81
2018339_014629,KS,CGIA,HG_40,40.67
2018339_014629,KS,CGUB,HG_48,48.71
2018339_014629,KS,CGUB,HH_48,48.71
2018339_014629,KS,CHC2,HG_23,23.96
2018339_014629,KS,CHC2,HH_23,23.96
2018339_014629,KS,CWO2,EL_46,46.03
2018339_014629,KS,CWO2,HG_46,46.03
2018339_014629,KS,DGY2,HG_64,64.46
2018339_014629,KS,DGY2,HH_64,64.46
2018339_014629,KS,GAPB,HG_46,46.08
2018339_014629,KS,GAPB,HH_46,46.08
2018339_014629,KS,GEJB,HG_63,63.36
2018339_014629,KS,GEJB,HH_63,63.36
2018339_014629,KS,GMHB,HG_62,62.53
2018339_014629,KS,GMHB,HH_62,62.53
2018339_014629,KS,HES,HG_48,48.52
2018339_014629,KS,HOCA,HG_29,29.55
2018339_014629,KS,HWCA,HG_25,25.35
2018339_014629,KS,HWCB,HG_43,43.82
2018339_014629,KS,HWCB,HH_43,43.82
2018339_014629,KS,IJA2,EL_11,11.06
2018339_014629,KS,IJA2,HG_11,11.06
2018339_014629,KS,IJAA,HG_27,27.95
2018339_014629,KS,IJBA,HG_34,34.47
2018339_014629,KS,JMJ,EL_66,66.06
2018339_014629,KS,JMJ,HG_66,66.06
2018339_014629,KS,KAWA,HG_75,75.84
2018339_014629,KS,KWJU,HH_58,58.59
2018339_014629,KS,NAMB,HG_37,37.71
2018339_014629,KS,NAMB,HH_37,37.71
2018339_014629,KS,NCNA,HG_14,14.31
2018339_014629,KS,PYC,HG_70,70.63
2018339_014629,KS,PYCA,HG_52,52.28
2018339_014629,KS,SGMA,HG_64,64.3
2018339_014629,KS,SKC2,EL_60,60.24
2018339_014629,KS,SKC2,HG_60,60.24
2018339_014629,KS,WJU2,EL_58,58.59
2018339_014629,KS,WJU2,HG_58,58.59
2018339_014629,KS,YAPA,HG_66,66.67
2018339_014629,KS,YAYA,HG_57,57.37
2018339_014629,KS,YAYB,HG_63,63.14
2018339_014629,KS,YAYB,HH_63,63.14
2018340_131635,KG,BBK,EL_39,39.3
2018340_131635,KG,BBK,HG_39,39.3
2018340_131635,KG,BOG,HG_14,14.56
2018340_131635,KG,CGD,EL_27,27.26
2018340_131635,KG,CGD,HG_27,27.26
2018340_131635,KG,CGU,HG_18,18.97
2018340_131635,KG,CHS,HG_45,45.71
2018340_131635,KG,CHS,HH_45,45.71
2018340_131635,KG,DKJ,EL_19,19.99
2018340_131635,KG,DKJ,HG_19,19.99
2018340_131635,KG,DUC,HG_10,10.04
2018340_131635,KG,GCN,HG_8,8.04
2018340_131635,KG,GKP1,HG_43,43.91
2018340_131635,KG,GKP1,HH_43,43.91
2018340_131635,KG,HAK,EL_42,42.81
2018340_131635,KG,HAK,HG_42,42.81
2018340_131635,KG,HDB,HG_30,30.1
2018340_131635,KG,HDB,HH_30,30.1
2018340_131635,KG,HWSB,HG_32,32.49
2018340_131635,KG,HWSB,HH_32,32.49
2018340_131635,KG,MAK,EL_45,45.36
2018340_131635,KG,MAK,HG_45,45.36
2018340_131635,KG,MKL,HG_16,16.18
2018340_131635,KG,MKL,HH_16,16.18
2018340_131635,KG,POHB,EL_42,42.76
2018340_131635,KG,POHB,HG_42,42.76
2018340_131635,KG,YSB,HG_33,33.44
2018340_131635,KG,YSB,HH_33,33.44
2018340_131635,KS,CGDA,HG_37,37.98
2018340_131635,KS,DAG2,HG_15,15.56
2018340_131635,KS,DAG2,HH_15,15.56
2018340_131635,KS,DAU,HG_42,42.68
2018340_131635,KS,GGDA,HG_26,26.0
2018340_131635,KS,GIGA,HG_35,35.23
2018340_131635,KS,GSNA,HG_5,5.43
2018340_131635,KS,JEJB,HG_36,36.68
2018340_131635,KS,JEJB,HH_36,36.68
2018340_131635,KS,MIYA,HG_42,42.61
2018340_131635,KS,MLGA,HG_51,51.26
2018340_131635,KS,MSNA,HG_22,22.65
2018340_131635,KS,PHA2,EL_54,54.3
2018340_131635,KS,PHA2,HG_54,54.3
2018340_131635,KS,UNCA,HG_36,36.69
2018340_131635,KS,USN2,EL_8,8.92
2018340_131635,KS,USN2,HG_8,8.92
2018340_131635,KS,YOCB,HG_25,25.39
2018340_131635,KS,YOCB,HH_25,25.39
2018340_224938,KG,GKP1,HG_72,72.78
2018340_224938,KG,GKP1,HH_72,72.78
2018340_224938,KG,HKU,HG_66,66.21
2018340_224938,KG,HKU,HH_66,66.21
2018340_224938,KG,KMC,EL_38,38.84
2018340_224938,KG,KMC,HG_38,38.84
2018340_224938,KG,MGB,HG_38,38.73
2018340_224938,KG,MGB,HH_38,38.73
2018340_224938,KG,TJN,HG_58,58.46
2018340_224938,KG,TJN,HH_58,58.46
2018340_224938,KS,ADOA,HG_67,67.39
2018340_224938,KS,BLGA,HG_67,67.09
2018340_224938,KS,BON2,EL_30,30.55
2018340_224938,KS,BON2,HG_30,30.55
2018340_224938,KS,CEJA,HG_61,61.37
2018340_224938,KS,CHJ2,HG_60,60.04
2018340_224938,KS,CHJ2,HH_60,60.04
2018340_224938,KS,CIGB,HG_46,46.58
2018340_224938,KS,CIGB,HH_46,46.58
2018340_224938,KS,CPR2,EL_12,12.87
2018340_224938,KS,CPR2,HG_12,12.87
2018340_224938,KS,DAU,HG_73,73.9
2018340_224938,KS,DGHA,HG_67,67.91
2018340_224938,KS,DGLA,HG_55,55.91
2018340_224938,KS,DKSA,HG_64,64.57
2018340_224938,KS,DNBA,HG_38,38.06
2018340_224938,KS,DUSB,HG_53,53.12
2018340_224938,KS,DUSB,HH_53,53.12
2018340_224938,KS,EMSB,HG_79,79.09
2018340_224938,KS,EMSB,HH_79,79.09
2018340_224938,KS,EUSB,HG_60,60.96
2018340_224938,KS,EUSB,HH_60,60.96
2018340_224938,KS,GUWB,HG_54,54.97
2018340_224938,KS,GUWB,HH_54,54.97
2018340_224938,KS,JEO2,HG_78,78.04
2018340_224938,KS,JEO2,HH_78,78.04
2018340_224938,KS,JNPA,HG_65,65.19
2018340_224938,KS,MGY2,EL_35,35.92
2018340_224938,KS,MGY2,HG_35,35.92
2018340_224938,KS,OKCB,HG_19,19.34
2018340_224938,KS,OKCB,HH_19,19.34
2018340_224938,KS,TEJ2,HG_57,57.52
2018340_224938,KS,YALB,HG_69,69.12
2018340_224938,KS,YALB,HH_69,69.12
2018340_224938,KS,YCH,HG_49,49.72
2018340_224938,KS,YGAA,HG_62,62.09
2018340_224938,KS,YOJB,HG_75,75.06
2018340_224938,KS,YOJB,HH_75,75.06
2018341_100752,KG,HSB,HG_58,58.47
2018341_100752,KG,HSB,HH_58,58.47
2018341_100752,KG,NPR,HG_17,17.38
2018341_100752,KG,NPR,HH_17,17.38
2018341_100752,KG,TJN,HG_73,73.09
2018341_100752,KG,TJN,HH_73,73.09
2018341_100752,KG,WID,EL_56,56.35
2018341_100752,KG,WID,HG_56,56.35
2018341_100752,KS,ANMA,HG_64,64.43
2018341_100752,KS,BLGA,HG_57,57.96
2018341_100752,KS,BUYB,HG_34,34.96
2018341_100752,KS,BUYB,HH_34,34.96
2018341_100752,KS,CGYA,HG_44,44.72
2018341_100752,KS,CHO,HG_45,45.03
2018341_100752,KS,CJDB,HG_20,20.74
2018341_100752,KS,CJDB,HH_20,20.74
2018341_100752,KS,ECDB,HG_63,63.33
2018341_100752,KS,ECDB,HH_63,63.33
2018341_100752,KS,GOCB,HG_75,75.85
2018341_100752,KS,GOCB,HH_75,75.85
2018341_100752,KS,IKSA,HG_35,35.09
2018341_100752,KS,ISGB,HG_29,29.04
2018341_100752,KS,ISGB,HH_29,29.04
2018341_100752,KS,JEO2,HG_56,56.71
2018341_100752,KS,JEO2,HH_56,56.71
2018341_100752,KS,JEU2,EL_63,63.81
2018341_100752,KS,JEU2,HG_63,63.81
2018341_100752,KS,KOJ2,EL_64,64.72
2018341_100752,KS,KOJ2,HG_64,64.72
2018341_100752,KS,MALA,HG_68,68.55
2018341_100752,KS,MND,HG_33,33.65
2018341_100752,KS,MND,HH_33,33.65
2018341_100752,KS,NACA,HG_11,11.52
2018341_100752,KS,OYDB,HG_58,58.26
2018341_100752,KS,OYDB,HH_58,58.26
2018341_100752,KS,PORA,HG_34,34.74
2018341_100752,KS,PUAA,HG_33,33.47
2018341_100752,KS,SECA,HG_14,14.35
2018341_100752,KS,SMKB,HG_39,39.21
2018341_100752,KS,SMKB,HH_39,39.21
2018341_100752,KS,SMWA,HG_56,56.94
2018341_100752,KS,TAIA,HG_48,48.03
2018341_100752,KS,TEJ2,HG_73,73.34
2018341_100752,KS,YSAB,HG_80,80.12
2018341_100752,KS,YSAB,HH_80,80.12
2018341_100752,KS,YUGA,HG_61,61.83
2018341_130620,KG,HKU,HG_57,57.5
2018341_130620,KG,HKU,HH_57,57.5
2018341_130620,KG,KMC,EL_40,40.32
2018341_130620,KG,KMC,HG_40,40.32
2018341_130620,KG,MGB,HG_42,42.24
2018341_130620,KG,MGB,HH_42,42.24
2018341_130620,KG,TJN,HG_49,49.37
2018341_130620,KG,TJN,HH_49,49.37
2018341_130620,KS,ADOA,HG_75,75.05
2018341_130620,KS,BLGA,HG_59,59.36
2018341_130620,KS,BON2,EL_24,24.25
2018341_130620,KS,BON2,HG_24,24.25
2018341_130620,KS,CEA2,EL_78,78.61
2018341_130620,KS,CEA2,HG_78,78.61
2018341_130620,KS,CEJA,HG_53,53.01
2018341_130620,KS,CHJ2,HG_58,58.39
2018341_130620,KS,CHJ2,HH_58,58.39
2018341_130620,KS,CIGB,HG_54,54.53
2018341_130620,KS,CIGB,HH_54,54.53
2018341_130620,KS,CPR2,EL_15,15.28
2018341_130620,KS,CPR2,HG_15,15.28
2018341_130620,KS,DGHA,HG_64,64.72
2018341_130620,KS,DGLA,HG_58,58.62
2018341_130620,KS,DKSA,HG_65,65.07
2018341_130620,KS,DNBA,HG_46,46.69
2018341_130620,KS,DUSB,HG_51,51.99
2018341_130620,KS,DUSB,HH_51,51.99
2018341_130620,KS,EMSB,HG_73,73.87
2018341_130620,KS,EMSB,HH_73,73.87
2018341_130620,KS,EUSB,HG_69,69.86
2018341_130620,KS,EUSB,HH_69,69.86
2018341_130620,KS,GUWB,HG_64,64.08
2018341_130620,KS,GUWB,HH_64,64.08
2018341_130620,KS,JEO2,HG_71,71.95
2018341_130620,KS,JEO2,HH_71,71.95
2018341_130620,KS,JNPA,HG_58,58.53
2018341_130620,KS,KOJ2,EL_70,70.0
2018341_130620,KS,KOJ2,HG_70,70.0
2018341_130620,KS,MGY2,EL_36,36.36
2018341_130620,KS,MGY2,HG_36,36.36
2018341_130620,KS,OKCB,HG_10,10.31
2018341_130620,KS,OKCB,HH_10,10.31
2018341_130620,KS,TEJ2,HG_48,48.46
2018341_130620,KS,YALB,HG_73,73.53
2018341_130620,KS,YALB,HH_73,73.53
2018341_130620,KS,YGAA,HG_68,68.64
2018341_130620,KS,YOJB,HG_79,79.4
2018341_130620,KS,YOJB,HH_79,79.4
2018341_182715,KG,BBK,EL_42,42.91
2018341_182715,KG,BBK,HG_42,42.91
2018341_182715,KG,BOG,HG_55,55.49
2018341_182715,KG,CGD,EL_90,90.04
2018341_182715,KG,CGD,HG_90,90.04
2018341_182715,KG,CGU,HG_47,47.99
2018341_182715,KG,CHS,HG_75,75.34
2018341_182715,KG,CHS,HH_75,75.34
2018341_182715,KG,DKJ,EL_63,63.87
2018341_182715,KG,DKJ,HG_63,63.87
2018341_182715,KG,DUC,HG_57,57.23
2018341_182715,KG,GCN,HG_60,60.06
2018341_182715,KG,HAK,EL_29,29.44
2018341_182715,KG,HAK,HG_29,29.44
2018341_182715,KG,HDB,HG_37,37.76
2018341_182715,KG,HDB,HH_37,37.76
2018341_182715,KG,HWSB,HG_39,39.46
2018341_182715,KG,HWSB,HH_39,39.46
2018341_182715,KG,MAK,EL_75,75.93
2018341_182715,KG,MAK,HG_75,75.93
2018341_182715,KG,MKL,HG_51,51.6
2018341_182715,KG,MKL,HH_51,51.6
2018341_182715,KG,POHB,EL_49,49.06
2018341_182715,KG,POHB,HG_49,49.06
2018341_182715,KG,YSB,HG_76,76.44
2018341_182715,KG,YSB,HH_76,76.44
2018341_182715,KS,BUS2,HG_89,89.48
2018341_182715,KS,BUS2,HH_89,89.48
2018341_182715,KS,CSOA,HG_89,89.6
2018341_182715,KS,DAG2,HG_81,81.95
2018341_182715,KS,DAG2,HH_81,81.95
2018341_182715,KS,GGDA,HG_51,51.32
2018341_182715,KS,GGGA,HG_70,70.11
2018341_182715,KS,GIGA,HG_60,60.54
2018341_182715,KS,GSNA,HG_71,71.82
2018341_182715,KS,HMGA,HG_34,34.83
2018341_182715,KS,JEJB,HG_38,38.72
2018341_182715,KS,JEJB,HH_38,38.72
2018341_182715,KS,MSNA,HG_81,81.08
2018341_182715,KS,PHA2,EL_56,56.17
2018341_182715,KS,PHA2,HG_56,56.17
2018341_182715,KS,UNCA,HG_64,64.45
2018341_182715,KS,USN2,EL_62,62.81
2018341_182715,KS,USN2,HG_62,62.81
2018341_182715,KS,YOCB,HG_78,78.5
2018341_182715,KS,YOCB,HH_78,78.5
2018341_182715,KS,YODB,HG_85,85.96
2018341_182715,KS,YODB,HH_85,85.96
2018341_191641,KG,CHS,HG_76,76.81
2018341_191641,KG,CHS,HH_76,76.81
2018341_191641,KG,GKP1,HG_56,56.66
2018341_191641,KG,GKP1,HH_56,56.66
2018341_191641,KG,KMC,EL_45,45.13
2018341_191641,KG,KMC,HG_45,45.13
2018341_191641,KG,MGB,HG_36,36.83
2018341_191641,KG,MGB,HH_36,36.83
2018341_191641,KG,TJN,HG_79,79.99
2018341_191641,KG,TJN,HH_79,79.99
2018341_191641,KS,ADO2,EL_63,63.89
2018341_191641,KS,ADO2,HG_63,63.89
2018341_191641,KS,ADOA,HG_49,49.99
2018341_191641,KS,BON2,EL_48,48.29
2018341_191641,KS,BON2,HG_48,48.29
2018341_191641,KS,CEJA,HG_81,81.14
2018341_191641,KS,CGDA,HG_81,81.22
2018341_191641,KS,CHJ2,HG_67,67.16
2018341_191641,KS,CHJ2,HH_67,67.16
2018341_191641,KS,CIGB,HG_32,32.22
2018341_191641,KS,CIGB,HH_32,32.22
2018341_191641,KS,CPR2,EL_26,26.72
2018341_191641,KS,CPR2,HG_26,26.72
2018341_191641,KS,CSOA,HG_75,75.63
2018341_191641,KS,DAU,HG_57,57.64
2018341_191641,KS,DGHA,HG_80,80.56
2018341_191641,KS,DGLA,HG_53,53.45
2018341_191641,KS,DKSA,HG_66,66.66
2018341_191641,KS,DNBA,HG_18,18.5
2018341_191641,KS,DUSB,HG_62,62.87
2018341_191641,KS,DUSB,HH_62,62.87
2018341_191641,KS,EUSB,HG_39,39.87
2018341_191641,KS,EUSB,HH_39,39.87
2018341_191641,KS,GUWB,HG_34,34.06
2018341_191641,KS,GUWB,HH_34,34.06
2018341_191641,KS,JNPA,HG_81,81.78
2018341_191641,KS,MGY2,EL_41,41.75
2018341_191641,KS,MGY2,HG_41,41.75
2018341_191641,KS,OKCB,HG_40,40.87
2018341_191641,KS,OKCB,HH_40,40.87
2018341_191641,KS,TEJ2,HG_79,79.05
2018341_191641,KS,YALB,HG_64,64.72
2018341_191641,KS,YALB,HH_64,64.72
2018341_191641,KS,YGAA,HG_51,51.71
2018341_191641,KS,YOCB,HG_73,73.21
2018341_191641,KS,YOCB,HH_73,73.21
2018341_191641,KS,YOJB,HG_66,66.89
2018341_191641,KS,YOJB,HH_66,66.89
2018342_230324,KG,BBK,EL_32,32.57
2018342_230324,KG,BBK,HG_32,32.57
2018342_230324,KG,BOG,HG_10,10.26
2018342_230324,KG,CGD,EL_37,37.4
2018342_230324,KG,CGD,HG_37,37.4
2018342_230324,KG,CGU,HG_7,7.96
2018342_230324,KG,CHS,HG_44,44.04
2018342_230324,KG,CHS,HH_44,44.04
2018342_230324,KG,DKJ,EL_18,18.52
2018342_230324,KG,DKJ,HG_18,18.52
2018342_230324,KG,DUC,HG_5,5.46
2018342_230324,KG,GCN,HG_5,5.39
2018342_230324,KG,GKP1,HG_53,53.66
2018342_230324,KG,GKP1,HH_53,53.66
2018342_230324,KG,HAK,EL_32,32.03
2018342_230324,KG,HAK,HG_32,32.03
2018342_230324,KG,HDB,HG_20,20.17
2018342_230324,KG,HDB,HH_20,20.17
2018342_230324,KG,HWSB,HG_23,23.96
2018342_230324,KG,HWSB,HH_23,23.96
2018342_230324,KG,MAK,EL_46,46.89
